location,site,year1stTag,tag,plot,dah2011.cm,height2011.cm,basal_stems2011,fruit2011,comments2011,fruit.jul.2012,notes.jul.2012,dah.2012,hgt.2012,basal.stems.2012,frt.2012,frt.err.2012,notes.2012,dah.max.2012,mortality.2012
long_island,sbu_southp,2012,25-Dec,5,,,,,,,,0.62,114,1,0,,,,
long_island,sbu_southp,2011,2023,6,1.93,275,1,0,,,,1.93,287,1,0,,,,
long_island,sbu_southp,2011,2024,6,0.34,54,1,0,,,,0.36,52,1,0,,Maybe dead,,
long_island,sbu_southp,2011,2029,7,0.19,18,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2030,7,1.26,191,2,0,,,,1.28,198,3,0,,Loose roots,,
long_island,sbu_southp,2012,SB12-25,7,,,,,,,,0.2,17,1,0,,,,
long_island,sbu_southp,2011,SB6,7,0.1,9,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2027,8,2.41,306,2,0,,,,0.72,129,4,0,,"Recorded values for dead stem = 2.12, 294, 4, 0; live stem values = 0.72, 129, 4, 0",,
long_island,sbu_southp,2011,2028,8,0.44,66,1,0,,,,0.57,72,1,0,,,,
long_island,sbu_southp,2011,SB5,8,0.07,5,1,0,,,,NA,NA,NA,NA,,,,
long_island,sbu_southp,2011,2044,9,2.39,380,3,0,,,,2.79,401,3,0,,,,
long_island,sbu_southp,2011,2045,9,0.75,121,2,0,,,,0.77,133,2,0,,,,
long_island,sbu_southp,2011,2046,9,4.43,401,2,0,very odd root structure; height = 400-450cm,,,4.25,200,2,0,,"top dead, knocked down",4.99,
long_island,sbu_southp,2011,SB17,9,0.14,11,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB18,9,0.11,18,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB19,9,0.09,8,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB20,9,0.07,8,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2038,10,2.5,360,1,0,,,,2.91,401,1,0,,Wrapped in vine,,
long_island,sbu_southp,2011,2039,10,1.9,225,1,0,,,,2.02,255,1,0,,,,
long_island,sbu_southp,2011,2040,10,0.66,121,1,0,,,,0.78,136,1,0,,Missing but should be unmarked plant - new tag = 1311,,
long_island,sbu_southp,2011,2041,10,0.5,37,1,0,top of main stem appears dead,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2009,11,0.79,162,1,0,,,,0.79,165,1,0,,May not be buckthorn,,
long_island,sbu_southp,2011,2010,11,0.94,173,2,0,two dead stems,,,0.95,180,4,0,,,,
long_island,sbu_southp,2011,2011,11,0.43,84,1,0,one dead stem,,,0.45,92,1,0,,,,
long_island,sbu_southp,2011,2012,11,0.43,95,3,0,,,,0.48,99,3,0,,,,
long_island,sbu_southp,2011,2013,11,1.4,158,1,0,,,,1.53,252,1,0,,,,
long_island,sbu_southp,2011,SB1,11,0.15,11,1,0,,,,0.19,15,1,0,,,,
long_island,sbu_southp,2011,SB2,11,0.1,8,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,P12-1,12,0.14,12,1,0,,,,NA,NA,NA,NA,,,,
long_island,sbu_southp,2011,P12-3,12,0.11,10,1,0,,,,0.14,12,1,0,,,,
long_island,sbu_southp,2011,P12-4,12,0.14,7,1,0,,,,0.13,11,1,0,,,,
long_island,sbu_southp,2011,P12-5,12,0.14,11,1,0,,,,NA,NA,NA,NA,,,,
long_island,sbu_southp,2012,SB12-17,12,,,,,,,,0.13,8,1,0,,,,
long_island,sbu_southp,2011,SB4,12,0.11,9,1,0,,,,NA,NA,NA,NA,,,,
long_island,sbu_southp,2011,2021,13,0.33,62,3,0,,,,0.36,69,1,0,,,,
long_island,sbu_southp,2011,2022,13,0.68,127,1,0,,,,0.7,128,1,0,,,,
long_island,sbu_southp,2011,2031,14,0.57,82,6,0,original stem damaged and lying down,,,0.59,80,2,0,,,,
long_island,sbu_southp,2011,2032,14,1.28,172,16,0,number of stems = 16-21; main stem is damaged and laying down; many branches coming off original stem; original dah = 3.65,,,1.32,195,14,0,,,,
long_island,sbu_southp,2011,2033,14,0.27,20,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2012,SB12-14,14,,,,,,,,0.15,14,1,0,,,,
long_island,sbu_southp,2011,SB7,14,0.11,9,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB8,14,0.11,12,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2035,15,1.15,138,1,0,,,,1.21,153,1,0,,,,
long_island,sbu_southp,2011,2036,15,0.67,117,1,0,may be dead,,,0.82,128,1,0,,Laying down; Dead?,,
long_island,sbu_southp,2011,2037,15,5.2,451,5,0,,,,5.17,451,8,11,,,5.6,
long_island,sbu_southp,2011,2003,16,1.78,269,1,0,,1,,1.84,288,1,0,,,,
long_island,sbu_southp,2011,2004,16,2.51,290,1,0,,0,,2.37,323,1,0,,Bittersweet attack,,
long_island,sbu_southp,2011,2005,16,1.49,216,2,0,,1,,1.41,214,2,0,,,,
long_island,sbu_southp,2011,2006,16,3.68,451,1,0,,8,,3.45,451,3,0,,,3.75,
long_island,sbu_southp,2011,2007,16,0.37,30,1,0,small stem marked from larger dead stem,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2008,16,0.79,63,1,0,"laying over, mostly dead already",,,0.78,61,1,0,,Appears to have buds,,
long_island,sbu_southp,2011,2034,17,4.26,281,15,0,damaged - top knocked off,,,4.34,299,21,0,,,,
long_island,sbu_southp,2011,SB10,17,0.12,8,2,0,,,,0.16,13,2,0,,,,
long_island,sbu_southp,2011,SB11,17,0.1,10,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB12,17,0.09,9,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2012,SB12-5,17,,,,,,,,0.15,12,1,0,,,,
long_island,sbu_southp,2012,SB12-10,17,,,,,,,,NA,NA,NA,NA,,Dead - Tag recovered,,
long_island,sbu_southp,2012,SB12-8,17,,,,,,,,0.23,29,2,0,,,,
long_island,sbu_southp,2011,SB13,17,0.14,13,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB14,17,0.1,13,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB15,17,0.11,10,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SB16,17,0.07,9,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,SP9,17,0.12,13,1,0,,,,NA,NA,NA,NA,,Not Found,,
long_island,sbu_southp,2011,2025,18,0.83,124,2,0,,,,0.81,120,2,0,,,,
long_island,sbu_southp,2011,2026,18,2.31,235,2,0,,9,,2.58,349,2,0,,Last years height maybe incorrect,,
long_island,sbu_southp,2011,2048,19,0.76,138,1,0,,,,0.8,148,1,0,,,,
long_island,sbu_southp,2011,2049,19,2.81,387,5,0,,,,2.85,79,5,0,,Top dead,2.95,
long_island,sbu_southp,2011,2050,20,2.72,401,6,0,,4,,2.85,401,5,0,,,,
long_island,sbu_southp,2011,2051,20,0.62,95,3,0,,,,0.63,99,3,0,,,,
long_island,sbu_southp,2011,2052,20,1.33,161,4,0,,,,1.34,159,4,0,,,,
